data,deposito,sku,saldo_disponivel,saldo_quarentena,saldo_rejeitado,saldo_total
2026-05-23,DEP-004,SKU-000002,1774,0,0,1774
2026-05-23,DEP-004,SKU-000003,662,0,0,662
2026-05-23,DEP-004,SKU-000004,601,0,0,601
2026-05-23,DEP-004,SKU-000005,26053,0,0,26053
2026-05-23,DEP-004,SKU-000006,576,0,0,576
2026-05-23,DEP-004,SKU-000007,17543,0,0,17543
2026-05-23,DEP-004,SKU-000008,24419,0,0,24419
2026-05-23,DEP-004,SKU-000009,25,0,0,25
2026-05-23,DEP-004,SKU-000010,33,0,0,33
2026-05-23,DEP-004,SKU-000011,1921,0,0,1921
2026-05-23,DEP-004,SKU-000012,108,0,0,108
2026-05-23,DEP-004,SKU-000013,2268,0,0,2268
2026-05-23,DEP-004,SKU-000014,1172,0,0,1172
2026-05-23,DEP-004,SKU-000015,1285,0,0,1285
2026-05-23,DEP-004,SKU-000016,94,0,0,94
2026-05-23,DEP-004,SKU-000017,2570,0,0,2570
2026-05-23,DEP-004,SKU-000018,52,0,0,52
2026-05-23,DEP-004,SKU-000019,4059,0,0,4059
2026-05-23,DEP-004,SKU-000020,737,0,0,737
2026-05-23,DEP-004,SKU-000021,80,0,0,80
2026-05-23,DEP-004,SKU-000022,1270,0,0,1270
2026-05-23,DEP-004,SKU-000023,169,0,0,169
2026-05-23,DEP-004,SKU-000024,79,0,0,79
2026-05-23,DEP-004,SKU-000025,149,0,0,149
2026-05-23,DEP-004,SKU-000026,2152,0,0,2152
2026-05-23,DEP-004,SKU-000027,3660,0,0,3660
2026-05-23,DEP-004,SKU-000028,1304,0,0,1304
2026-05-23,DEP-004,,679,0,0,679
2026-05-23,DEP-004,SKU-000030,53,0,0,53
2026-05-23,DEP-004,SKU-000031,103,0,0,103
2026-05-23,DEP-004,SKU-000032,4445,0,0,4445
2026-05-23,DEP-004,SKU-000033,612,0,0,612
2026-05-23,DEP-004,SKU-000034,1583,0,0,1583
2026-05-23,DEP-004,SKU-000035,20803,0,0,20803
2026-05-23,DEP-004,SKU-000036,1799,0,0,1799
2026-05-23,DEP-004,SKU-000037,1583,0,0,1583
2026-05-23,DEP-004,SKU-000038,63,0,0,63
2026-05-23,DEP-004,SKU-000039,54,0,0,54
2026-05-23,DEP-004,SKU-000040,834,0,0,834
2026-05-23,DEP-004,SKU-000041,8598,0,0,8598
2026-05-23,DEP-004,SKU-000042,1484,0,0,1484
2026-05-23,DEP-004,SKU-000043,4546,0,0,4546
2026-05-23,DEP-004,,766,0,0,766
2026-05-23,DEP-004,SKU-000045,10700,0,0,10700
2026-05-23,DEP-004,SKU-000046,398,0,0,398
2026-05-23,DEP-004,SKU-000047,1496,0,0,1496
2026-05-23,DEP-004,SKU-000048,1170,0,0,1170
2026-05-23,DEP-004,SKU-000049,1161,0,0,1161
2026-05-23,DEP-004,SKU-000050,3545,0,0,3545
2026-05-23,DEP-004,SKU-000051,1252,0,0,1252
2026-05-23,DEP-004,SKU-000052,19,0,0,19
2026-05-23,DEP-004,SKU-000053,2039,0,0,2039
2026-05-23,DEP-004,SKU-000054,6479,0,0,6479
2026-05-23,DEP-004,SKU-000055,2150,0,0,2150
2026-05-23,DEP-004,SKU-000056,1874,0,0,1874
2026-05-23,DEP-004,SKU-000057,3149,0,0,3149
2026-05-23,DEP-004,SKU-000058,1947,0,0,1947
2026-05-23,DEP-004,SKU-000059,5350,0,0,5350
2026-05-23,DEP-004,SKU-000060,1074,0,0,1074
2026-05-23,DEP-004,SKU-000061,1426,0,0,1426
2026-05-23,DEP-004,SKU-000062,1470,0,0,1470
2026-05-23,DEP-004,SKU-000063,1581,0,0,1581
2026-05-23,DEP-004,SKU-000064,3356,0,0,3356
2026-05-23,DEP-004,SKU-000065,618,0,0,618
2026-05-23,DEP-004,SKU-000066,948,0,0,948
2026-05-23,DEP-004,SKU-000067,20192,0,0,20192
2026-05-23,DEP-004,SKU-000068,19361,0,0,19361
2026-05-23,DEP-004,SKU-000069,1386,0,0,1386
2026-05-23,DEP-004,SKU-000070,3128,0,0,3128
2026-05-23,DEP-004,SKU-000071,849,0,0,849
2026-05-23,DEP-004,SKU-000072,21502,0,0,21502
2026-05-23,DEP-004,SKU-000073,1828,0,0,1828
2026-05-23,DEP-004,SKU-000074,24616,0,0,24616
2026-05-23,DEP-004,SKU-000075,1092,0,0,1092
2026-05-23,DEP-004,SKU-000076,423,0,0,423
2026-05-23,DEP-004,SKU-000077,3988,0,0,3988
2026-05-23,DEP-004,SKU-000078,18497,0,0,18497
2026-05-23,DEP-004,SKU-000079,13775,0,0,13775
2026-05-23,DEP-004,SKU-000080,901,0,0,901
2026-05-23,DEP-004,SKU-000081,8823,0,0,8823
2026-05-23,DEP-004,SKU-000082,11112,0,0,11112
2026-05-23,DEP-004,SKU-000083,1853,0,0,1853
2026-05-23,DEP-004,SKU-000084,13644,0,0,13644
2026-05-23,DEP-004,SKU-000085,474,0,0,474
2026-05-23,DEP-004,SKU-000086,139,0,0,139
2026-05-23,DEP-004,SKU-000087,644,0,0,644
2026-05-23,DEP-004,SKU-000088,1189,0,0,1189
2026-05-23,DEP-004,SKU-000089,41,0,0,41
2026-05-23,DEP-004,SKU-000090,1362,0,0,1362
2026-05-23,DEP-004,SKU-000091,2134,0,0,2134
2026-05-23,DEP-004,SKU-000092,686,0,0,686
2026-05-23,DEP-004,SKU-000093,459,0,0,459
2026-05-23,DEP-004,SKU-000094,17,0,0,17
2026-05-23,DEP-004,SKU-000095,519,0,0,519
2026-05-23,DEP-004,SKU-000096,440,0,0,440
2026-05-23,DEP-004,SKU-000097,2274,0,0,2274
2026-05-23,DEP-004,SKU-000098,2753,0,0,2753
2026-05-23,DEP-004,SKU-000099,629,0,0,629
2026-05-23,DEP-004,SKU-000100,3816,0,0,3816
2026-05-23,DEP-004,SKU-000101,539,0,0,539
2026-05-23,DEP-004,SKU-000102,343,0,0,343
2026-05-23,DEP-004,SKU-000103,125,0,0,125
2026-05-23,DEP-004,SKU-000104,2260,0,0,2260
2026-05-23,DEP-004,SKU-000105,2977,0,0,2977
2026-05-23,DEP-004,SKU-000106,429,0,0,429
2026-05-23,DEP-004,SKU-000107,201,0,0,201
2026-05-23,DEP-004,SKU-000108,3597,0,0,3597
2026-05-23,DEP-004,SKU-000109,701,0,0,701
2026-05-23,DEP-004,SKU-000110,6664,0,0,6664
2026-05-23,DEP-004,SKU-000111,824,0,0,824
2026-05-23,DEP-004,SKU-000112,133,0,0,133
2026-05-23,DEP-004,SKU-000113,1803,0,0,1803
2026-05-23,DEP-004,SKU-000114,407,0,0,407
2026-05-23,DEP-004,SKU-000115,3090,0,0,3090
2026-05-23,DEP-004,SKU-000116,15608,0,0,15608
2026-05-23,DEP-004,SKU-000117,106,0,0,106
2026-05-23,DEP-004,SKU-000118,1783,0,0,1783
2026-05-23,DEP-004,SKU-000119,92,0,0,92
2026-05-23,DEP-004,SKU-000120,7301,0,0,7301
2026-05-23,DEP-004,SKU-000121,286,0,0,286
2026-05-23,DEP-004,SKU-000122,10571,0,0,10571
2026-05-23,DEP-004,SKU-000123,1051,0,0,1051
2026-05-23,DEP-004,SKU-000124,1102,0,0,1102
2026-05-23,,SKU-000125,28,0,0,28
2026-05-23,DEP-004,SKU-000126,1390,0,0,1390
2026-05-23,DEP-004,,2075,0,0,2075
2026-05-23,DEP-004,SKU-000128,2872,0,0,2872
2026-05-23,DEP-004,SKU-000129,15317,0,0,15317
2026-05-23,DEP-004,SKU-000130,971,0,0,971
2026-05-23,DEP-004,SKU-000131,333,0,0,333
2026-05-23,DEP-004,SKU-000132,1078,0,0,1078
2026-05-23,,SKU-000133,551,0,0,551
2026-05-23,DEP-004,SKU-000134,456,0,0,456
2026-05-23,DEP-004,SKU-000135,281,0,0,281
2026-05-23,DEP-004,SKU-000136,983,0,0,983
2026-05-23,DEP-004,SKU-000137,21735,0,0,21735
2026-05-23,DEP-004,SKU-000138,926,0,0,926
2026-05-23,DEP-004,SKU-000139,25,0,0,25
2026-05-23,DEP-004,SKU-000140,7817,0,0,7817
2026-05-23,DEP-004,SKU-000141,1352,0,0,1352
2026-05-23,DEP-004,SKU-000142,273,0,0,273
2026-05-23,DEP-004,SKU-000143,764,0,0,764
2026-05-23,DEP-004,SKU-000144,1834,0,0,1834
2026-05-23,DEP-004,SKU-000145,1877,0,0,1877
2026-05-23,DEP-004,SKU-000146,1063,0,0,1063
2026-05-23,DEP-004,SKU-000147,60,0,0,60
2026-05-23,DEP-004,SKU-000148,14815,0,0,14815
2026-05-23,DEP-004,SKU-000149,2288,0,0,2288
2026-05-23,DEP-004,SKU-000150,3459,0,0,3459
2026-05-23,DEP-004,SKU-000151,1240,0,0,1240
2026-05-23,DEP-004,SKU-000152,3161,0,0,3161
2026-05-23,DEP-004,SKU-000153,73,0,0,73
2026-05-23,DEP-004,SKU-000154,2835,0,0,2835
2026-05-23,DEP-004,SKU-000155,24829,0,0,24829
2026-05-23,DEP-004,SKU-000156,625,0,0,625
2026-05-23,DEP-004,SKU-000157,727,0,0,727
2026-05-23,DEP-004,SKU-000158,1017,0,0,1017
2026-05-23,DEP-004,SKU-000159,2136,0,0,2136
2026-05-23,DEP-004,SKU-000160,2732,0,0,2732
2026-05-23,DEP-004,SKU-000161,11719,0,0,11719
2026-05-23,DEP-004,SKU-000162,287,0,0,287
2026-05-23,DEP-004,SKU-000163,769,0,0,769
2026-05-23,DEP-004,SKU-000164,27164,0,0,27164
2026-05-23,DEP-004,SKU-000165,710,0,0,710
2026-05-23,,SKU-000166,1103,0,0,1103
2026-05-23,DEP-004,SKU-000167,965,0,0,965
2026-05-23,DEP-004,SKU-000168,3658,0,0,3658
2026-05-23,DEP-004,SKU-000169,64,0,0,64
2026-05-23,DEP-004,SKU-000170,1240,0,0,1240
2026-05-23,DEP-004,SKU-000171,20822,0,0,20822
2026-05-23,DEP-004,SKU-000172,863,0,0,863
2026-05-23,DEP-004,SKU-000173,1483,0,0,1483
2026-05-23,DEP-004,SKU-000174,3853,0,0,3853
2026-05-23,DEP-004,SKU-000175,11359,0,0,11359
2026-05-23,DEP-004,SKU-000176,2172,0,0,2172
2026-05-23,DEP-004,SKU-000177,2121,0,0,2121
2026-05-23,DEP-004,SKU-000178,626,0,0,626
2026-05-23,DEP-004,SKU-000179,1144,0,0,1144
2026-05-23,DEP-004,SKU-000180,3864,0,0,3864
2026-05-23,DEP-004,SKU-000181,3849,0,0,3849
2026-05-23,DEP-004,SKU-000182,679,0,0,679
2026-05-23,DEP-004,SKU-000183,1079,0,0,1079
2026-05-23,DEP-004,SKU-000184,546,0,0,546
2026-05-23,DEP-004,SKU-000185,106,0,0,106
2026-05-23,DEP-004,SKU-000186,2539,0,0,2539
2026-05-23,DEP-004,SKU-000187,1806,0,0,1806
2026-05-23,DEP-004,SKU-000188,82,0,0,82
2026-05-23,DEP-004,SKU-000189,21802,0,0,21802
2026-05-23,DEP-004,SKU-000190,81,0,0,81
2026-05-23,DEP-004,SKU-000191,929,0,0,929
2026-05-23,DEP-004,SKU-000192,1105,0,0,1105
2026-05-23,DEP-004,SKU-000193,1784,0,0,1784
2026-05-23,DEP-004,SKU-000194,1750,0,0,1750
2026-05-23,DEP-004,SKU-000195,2367,0,0,2367
2026-05-23,DEP-004,SKU-000196,2422,0,0,2422
2026-05-23,DEP-004,SKU-000197,2004,0,0,2004
2026-05-23,DEP-004,SKU-000198,73,0,0,73
2026-05-23,DEP-004,SKU-000199,2205,0,0,2205
2026-05-23,DEP-004,SKU-000200,929,0,0,929
2026-05-24,DEP-001,SKU-000001,497,0,0,497
2026-05-24,DEP-001,SKU-000002,51,0,0,51
2026-05-24,DEP-001,SKU-000003,239,0,0,239
2026-05-24,DEP-001,SKU-000004,630,0,0,630
2026-05-24,DEP-001,SKU-000005,1492,0,0,1492
2026-05-24,DEP-001,SKU-000006,89,0,0,89
2026-05-24,DEP-001,SKU-000007,2408,0,0,2408
2026-05-24,DEP-001,SKU-000008,12954,0,0,12954
2026-05-24,,SKU-000009,29,0,0,29
2026-05-24,DEP-001,SKU-000010,35,0,0,35
2026-05-24,DEP-001,SKU-000011,0,0,1759,1759
2026-05-24,DEP-001,SKU-000012,24,0,0,24
2026-05-24,DEP-001,SKU-000013,389,0,0,389
2026-05-24,DEP-001,SKU-000014,394,0,0,394
2026-05-24,DEP-001,SKU-000015,587,0,0,158490
2026-05-24,DEP-001,SKU-000016,24,0,0,24
2026-05-24,DEP-001,SKU-000017,0,0,1554,1554
2026-05-24,DEP-001,SKU-000018,55,0,0,55
2026-05-24,DEP-001,SKU-000019,802,0,0,802
2026-05-24,DEP-001,SKU-000020,16,0,0,16
2026-05-24,DEP-001,SKU-000021,44,0,0,44
2026-05-24,DEP-001,SKU-000022,149,0,0,149
2026-05-24,DEP-001,SKU-000023,44,0,0,44
2026-05-24,DEP-001,SKU-000024,21,0,0,21
2026-05-24,DEP-001,SKU-000025,99,0,0,99
2026-05-24,,SKU-000026,948,0,0,948
2026-05-24,DEP-001,SKU-000027,2676,0,2143,4819
2026-05-24,DEP-001,SKU-000028,827,0,0,827
2026-05-24,DEP-001,SKU-000029,31,0,0,31
2026-05-24,DEP-001,SKU-000030,17,0,0,17
2026-05-24,DEP-001,SKU-000031,23,0,0,23
2026-05-24,DEP-001,SKU-000032,4771,0,0,4771
2026-05-24,DEP-001,SKU-000033,155,0,0,155
2026-05-24,DEP-001,SKU-000034,1227,0,0,1227
2026-05-24,DEP-001,SKU-000035,10418,0,0,10418
2026-05-24,DEP-001,SKU-000036,736,0,0,736
2026-05-24,DEP-001,SKU-000037,804,0,0,804
2026-05-24,DEP-001,SKU-000038,41,0,0,41
2026-05-24,DEP-001,SKU-000039,60,0,0,60
2026-05-24,DEP-001,SKU-000040,988,0,0,988
2026-05-24,DEP-001,SKU-000041,2828,0,0,2828
2026-05-24,DEP-001,SKU-000042,507,0,0,507
2026-05-24,DEP-001,SKU-000043,2813,0,0,2813
2026-05-24,DEP-001,SKU-000044,392,0,0,105840
2026-05-24,DEP-001,SKU-000045,0,0,5897,5897
2026-05-24,DEP-001,SKU-000046,0,0,0,0
2026-05-24,DEP-001,SKU-000047,1601,0,0,1601
2026-05-24,DEP-001,SKU-000048,0,0,0,0
2026-05-24,DEP-001,SKU-000049,213,0,0,213
2026-05-24,DEP-001,SKU-000050,695,0,0,695
2026-05-24,DEP-001,SKU-000051,725,0,0,725
2026-05-24,DEP-001,SKU-000052,19,0,0,19
2026-05-24,DEP-001,SKU-000053,735,0,0,735
2026-05-24,DEP-001,SKU-000054,1139,0,0,1139
2026-05-24,DEP-001,SKU-000055,1252,0,0,1252
2026-05-24,DEP-001,SKU-000056,654,0,0,654
2026-05-24,DEP-001,SKU-000057,61,0,0,61
2026-05-24,DEP-001,SKU-000058,357,1514,0,1871
2026-05-24,DEP-001,SKU-000059,1731,0,0,1731
2026-05-24,DEP-001,SKU-000060,853,0,0,853
2026-05-24,DEP-001,SKU-000061,1237,0,0,1237
2026-05-24,DEP-001,SKU-000062,0,872,0,872
2026-05-24,DEP-001,SKU-000063,966,0,0,966
2026-05-24,DEP-001,SKU-000064,1154,0,0,1154
2026-05-24,DEP-001,SKU-000065,453,0,0,453
2026-05-24,DEP-001,SKU-000066,876,0,0,876
2026-05-24,DEP-001,SKU-000067,9608,0,0,9608
2026-05-24,DEP-001,SKU-000068,7528,0,0,7528
2026-05-24,DEP-001,SKU-000069,846,0,0,846
2026-05-24,DEP-001,SKU-000070,2256,0,1929,4185
2026-05-24,DEP-001,SKU-000071,0,0,473,473
2026-05-24,DEP-001,SKU-000072,3185,0,0,3185
2026-05-24,DEP-001,SKU-000073,1801,0,0,1801
2026-05-24,DEP-001,SKU-000074,14095,0,0,14095
2026-05-24,DEP-001,SKU-000075,613,0,0,613
2026-05-24,DEP-001,SKU-000076,63,0,0,63
2026-05-24,DEP-001,SKU-000077,1424,0,0,1424
2026-05-24,DEP-001,SKU-000078,8644,0,0,8644
2026-05-24,DEP-001,SKU-000079,4962,0,0,4962
2026-05-24,DEP-001,SKU-000080,0,0,0,0
2026-05-24,DEP-001,SKU-000081,0,6114,5125,11239
2026-05-24,DEP-001,SKU-000082,4554,0,0,4554
2026-05-24,DEP-001,SKU-000083,653,0,0,653
2026-05-24,DEP-001,SKU-000084,8316,0,0,8316
2026-05-24,DEP-001,SKU-000085,332,0,0,332
2026-05-24,DEP-001,SKU-000086,21,0,0,21
2026-05-24,DEP-001,SKU-000087,343,0,0,343
2026-05-24,DEP-001,SKU-000088,126,0,0,126
2026-05-24,DEP-001,SKU-000089,39,0,0,39
2026-05-24,DEP-001,SKU-000090,0,0,819,819
2026-05-24,DEP-001,SKU-000091,1509,0,0,1509
2026-05-24,DEP-001,SKU-000092,281,0,0,281
2026-05-24,DEP-001,SKU-000093,156,0,0,156
2026-05-24,DEP-001,SKU-000094,14,0,0,14
2026-05-24,DEP-001,SKU-000095,90,0,0,90
2026-05-24,DEP-001,SKU-000096,75,0,0,75
2026-05-24,DEP-001,SKU-000097,749,0,0,749
2026-05-24,DEP-001,SKU-000098,647,0,0,647
2026-05-24,DEP-001,SKU-000099,375,0,0,375
2026-05-24,DEP-001,SKU-000100,2132,0,0,575640
2026-05-24,DEP-001,SKU-000101,210,0,0,210
2026-05-24,DEP-001,SKU-000102,426,0,0,426
2026-05-24,DEP-001,SKU-000103,84,0,0,84
2026-05-24,DEP-001,SKU-000104,681,0,0,681
2026-05-24,DEP-001,SKU-000105,1224,0,0,1224
2026-05-24,DEP-001,SKU-000106,262,0,0,262
2026-05-24,DEP-001,SKU-000107,203,0,0,203
2026-05-24,DEP-001,SKU-000108,2139,0,0,2139
2026-05-24,DEP-001,SKU-000109,434,0,0,434
2026-05-24,DEP-001,SKU-000110,225,0,0,225
2026-05-24,DEP-001,SKU-000111,1118,0,0,1118
2026-05-24,DEP-001,SKU-000112,47,0,0,47
2026-05-24,DEP-001,SKU-000113,689,0,0,689
2026-05-24,DEP-001,SKU-000114,60,0,0,60
2026-05-24,DEP-001,SKU-000115,2219,0,0,2219
2026-05-24,DEP-001,SKU-000116,10516,0,0,10516
2026-05-24,DEP-001,SKU-000117,22,0,0,22
2026-05-24,DEP-001,SKU-000118,590,0,0,590
2026-05-24,DEP-001,SKU-000119,42,0,0,42
2026-05-24,DEP-001,SKU-000120,6153,0,0,6153
2026-05-24,DEP-001,SKU-000121,62,0,0,62
2026-05-24,DEP-001,SKU-000122,8365,0,0,8365
2026-05-24,DEP-001,SKU-000123,1103,0,0,1103
2026-05-24,DEP-001,SKU-000124,453,0,0,453
2026-05-24,DEP-001,SKU-000125,28,0,0,28
2026-05-24,DEP-001,SKU-000126,375,0,0,375
2026-05-24,DEP-001,SKU-000127,770,0,0,770
2026-05-24,DEP-001,SKU-000128,0,1746,0,1746
2026-05-24,DEP-001,SKU-000129,1455,0,0,1455
2026-05-24,DEP-001,SKU-000130,364,0,0,364
2026-05-24,DEP-001,SKU-000131,37,0,0,37
2026-05-24,DEP-001,SKU-000132,136,0,0,136
2026-05-24,DEP-001,SKU-000133,200,0,0,200
2026-05-24,DEP-001,SKU-000134,219,0,0,219
2026-05-24,DEP-001,SKU-000135,120,0,0,120
2026-05-24,DEP-001,SKU-000136,85,0,0,85
2026-05-24,DEP-001,SKU-000137,14556,0,0,14556
2026-05-24,DEP-001,SKU-000138,134,0,0,134
2026-05-24,DEP-001,SKU-000139,26,0,0,26
2026-05-24,DEP-001,SKU-000140,5660,0,0,5660
2026-05-24,DEP-001,SKU-000141,667,0,0,667
2026-05-24,DEP-001,SKU-000142,115,0,0,115
2026-05-24,DEP-001,SKU-000143,0,0,0,0
2026-05-24,DEP-001,SKU-000144,1063,0,0,1063
2026-05-24,DEP-001,SKU-000145,1504,0,0,1504
2026-05-24,DEP-001,SKU-000146,144,0,0,144
2026-05-24,DEP-001,SKU-000147,50,0,0,50
2026-05-24,DEP-001,SKU-000148,18156,0,0,18156
2026-05-24,DEP-001,SKU-000149,0,2157,1510,3667
2026-05-24,DEP-001,SKU-000150,3670,0,0,3670
2026-05-24,DEP-001,SKU-000151,927,0,0,927
2026-05-24,DEP-001,SKU-000152,3795,0,0,3795
2026-05-24,DEP-001,SKU-000153,19,0,0,19
2026-05-24,DEP-001,SKU-000154,707,0,0,707
2026-05-24,DEP-001,SKU-000155,18141,0,0,18141
2026-05-24,DEP-001,SKU-000156,366,0,374,740
2026-05-24,DEP-001,SKU-000157,553,0,0,553
2026-05-24,,SKU-000158,187,0,0,187
2026-05-24,DEP-001,SKU-000159,303,0,0,303
2026-05-24,DEP-001,SKU-000160,1562,0,0,1562
2026-05-24,DEP-001,SKU-000161,1539,0,0,1539
2026-05-24,DEP-001,SKU-000162,304,0,0,304
2026-05-24,DEP-001,SKU-000163,313,0,0,313
2026-05-24,DEP-001,SKU-000164,17562,0,0,17562
2026-05-24,DEP-001,SKU-000165,336,0,0,336
2026-05-24,DEP-001,SKU-000166,135,0,0,135
2026-05-24,DEP-001,SKU-000167,66,0,0,66
2026-05-24,,SKU-000168,2156,0,0,2156
2026-05-24,DEP-001,SKU-000169,30,0,0,30
2026-05-24,DEP-001,SKU-000170,566,0,0,566
2026-05-24,DEP-001,SKU-000171,1107,0,0,1107
2026-05-24,DEP-001,SKU-000172,857,0,0,857
2026-05-24,DEP-001,SKU-000173,419,0,0,419
2026-05-24,DEP-001,SKU-000174,3276,0,0,3276
2026-05-24,DEP-001,SKU-000175,7585,0,0,7585
2026-05-24,DEP-001,SKU-000176,517,0,0,517
2026-05-24,DEP-001,SKU-000177,1730,0,0,1730
2026-05-24,DEP-001,SKU-000178,652,0,0,652
2026-05-24,DEP-001,SKU-000179,1466,0,0,1466
2026-05-24,DEP-001,SKU-000180,2263,0,0,2263
2026-05-24,DEP-001,,0,0,0,0
2026-05-24,DEP-001,SKU-000182,0,0,0,0
2026-05-24,DEP-001,SKU-000183,454,0,0,454
2026-05-24,DEP-001,SKU-000184,0,0,432,432
2026-05-24,DEP-001,SKU-000185,30,0,0,30
2026-05-24,DEP-001,SKU-000186,0,0,0,0
2026-05-24,DEP-001,SKU-000187,2144,0,0,2144
2026-05-24,DEP-001,SKU-000188,52,0,0,52
2026-05-24,DEP-001,SKU-000189,7330,0,0,7330
2026-05-24,DEP-001,SKU-000190,30,0,0,30
2026-05-24,DEP-001,SKU-000191,63,0,0,63
2026-05-24,DEP-001,SKU-000192,635,0,0,635
2026-05-24,DEP-001,SKU-000193,651,0,0,651
2026-05-24,DEP-001,SKU-000194,982,0,0,982
2026-05-24,DEP-001,SKU-000195,871,0,0,871
2026-05-24,DEP-001,SKU-000196,40,0,0,40
2026-05-24,DEP-001,SKU-000197,298,0,0,298
2026-05-24,DEP-001,SKU-000198,0,0,0,0
2026-05-24,DEP-001,SKU-000199,788,0,0,788
2026-05-24,DEP-001,SKU-000200,846,0,0,846
2026-05-24,DEP-002,SKU-000001,1143,0,0,1143
2026-05-24,DEP-002,SKU-000002,1597,0,0,1597
2026-05-24,DEP-002,SKU-000003,724,0,0,724
2026-05-24,DEP-002,SKU-000004,535,0,0,535
2026-05-24,DEP-002,SKU-000005,22699,0,0,22699
2026-05-24,DEP-002,SKU-000006,510,0,0,510
2026-05-24,DEP-002,SKU-000007,18248,0,0,18248
2026-05-24,DEP-002,SKU-000008,26573,0,0,26573
2026-05-24,DEP-002,SKU-000009,29,0,0,29
2026-05-24,DEP-002,SKU-000010,31,0,0,31
2026-05-24,DEP-002,SKU-000011,2268,0,0,2268
2026-05-24,DEP-002,SKU-000012,112,0,0,112
2026-05-24,DEP-002,SKU-000013,2189,0,0,2189
2026-05-24,DEP-002,SKU-000014,1223,0,0,1223
2026-05-24,DEP-002,SKU-000015,1356,0,0,1356
2026-05-24,DEP-002,SKU-000016,79,0,0,79
2026-05-24,DEP-002,SKU-000017,2838,0,0,2838
2026-05-24,DEP-002,SKU-000018,49,0,0,49
2026-05-24,DEP-002,SKU-000019,4160,0,0,4160
2026-05-24,DEP-002,SKU-000020,662,0,0,662
2026-05-24,DEP-002,SKU-000021,75,0,0,75
2026-05-24,DEP-002,SKU-000022,1442,0,0,1442
2026-05-24,DEP-002,SKU-000023,169,0,0,169
2026-05-24,DEP-002,SKU-000024,92,0,0,92
2026-05-24,DEP-002,SKU-000025,155,0,0,155
2026-05-24,DEP-002,SKU-000026,2574,0,0,2574
2026-05-24,DEP-002,SKU-000027,3221,0,0,3221
2026-05-24,DEP-002,SKU-000028,1234,0,0,1234
2026-05-24,DEP-002,SKU-000029,738,0,0,738
2026-05-24,DEP-002,SKU-000030,59,0,0,59
2026-05-24,DEP-002,SKU-000031,99,0,0,99
2026-05-24,DEP-002,SKU-000032,4768,0,0,4768
2026-05-24,DEP-002,SKU-000033,635,0,0,635
2026-05-24,DEP-002,SKU-000034,1367,0,0,1367
2026-05-24,DEP-002,SKU-000035,20489,0,0,20489
2026-05-24,DEP-002,SKU-000036,1680,0,0,1680
2026-05-24,DEP-002,SKU-000037,1477,0,0,1477
2026-05-24,DEP-002,SKU-000038,62,0,0,62
2026-05-24,DEP-002,SKU-000039,54,0,0,54
2026-05-24,DEP-002,SKU-000040,930,0,0,930
2026-05-24,DEP-002,SKU-000041,7585,0,0,7585
2026-05-24,DEP-002,SKU-000042,1544,0,0,1544
2026-05-24,DEP-002,SKU-000043,4829,0,0,4829
2026-05-24,DEP-002,SKU-000044,863,0,0,863
2026-05-24,DEP-002,SKU-000045,10604,0,0,10604
2026-05-24,DEP-002,SKU-000046,390,0,0,390
2026-05-24,DEP-002,SKU-000047,1551,0,0,1551
2026-05-24,DEP-002,SKU-000048,1208,0,0,1208
2026-05-24,DEP-002,SKU-000049,1191,0,0,1191
2026-05-24,DEP-002,SKU-000050,3522,0,0,3522
2026-05-24,DEP-002,SKU-000051,1451,0,0,1451
2026-05-24,DEP-002,SKU-000052,21,0,0,21
2026-05-24,DEP-002,SKU-000053,1961,0,0,1961
2026-05-24,DEP-002,SKU-000054,5415,0,0,5415
2026-05-24,,SKU-000055,2341,0,0,2341
2026-05-24,DEP-002,SKU-000056,1710,0,0,1710
2026-05-24,DEP-002,SKU-000057,3316,0,0,3316
2026-05-24,DEP-002,SKU-000058,2070,0,0,2070
2026-05-24,DEP-002,SKU-000059,5415,0,0,5415
2026-05-24,DEP-002,SKU-000060,1096,0,0,1096
2026-05-24,DEP-002,SKU-000061,1501,0,0,1501
2026-05-24,DEP-002,SKU-000062,1403,0,0,1403
2026-05-24,DEP-002,SKU-000063,1387,0,0,1387
2026-05-24,DEP-002,SKU-000064,3340,0,0,3340
2026-05-24,DEP-002,SKU-000065,602,0,0,602
2026-05-24,DEP-002,SKU-000066,1013,0,0,1013
2026-05-24,DEP-002,SKU-000067,21408,0,0,21408
2026-05-24,DEP-002,SKU-000068,21245,0,0,21245
2026-05-24,DEP-002,SKU-000069,1485,0,0,1485
2026-05-24,DEP-002,SKU-000070,2750,0,0,2750
2026-05-24,DEP-002,SKU-000071,902,0,0,902
2026-05-24,DEP-002,SKU-000072,22646,0,0,22646
2026-05-24,DEP-002,SKU-000073,1730,0,0,1730
2026-05-24,DEP-002,SKU-000074,23820,0,0,23820
2026-05-24,DEP-002,SKU-000075,1026,0,0,1026
2026-05-24,DEP-002,SKU-000076,419,0,0,419
2026-05-24,DEP-002,SKU-000077,3338,0,0,3338
2026-05-24,DEP-002,SKU-000078,20603,0,0,20603
2026-05-24,DEP-002,SKU-000079,11941,0,0,11941
2026-05-24,DEP-002,SKU-000080,909,0,0,909
2026-05-24,DEP-002,SKU-000081,8857,0,0,8857
2026-05-24,DEP-002,SKU-000082,10322,0,0,10322
2026-05-24,DEP-002,SKU-000083,1954,0,0,1954
2026-05-24,DEP-002,SKU-000084,16510,0,0,16510
